customer_id,timestamp,churn_probability,alert,risk_tier,processing_time_ms,hour
CUST-04441,2024-06-01 06:35:36,0.461,True,HIGH,40.73,6
CUST-02569,2024-06-01 06:38:28,0.461,True,HIGH,43.98,6
CUST-05531,2024-06-01 06:55:40,0.4284,True,HIGH,41.16,6
CUST-04666,2024-06-01 07:01:24,0.4118,True,HIGH,39.83,7
CUST-03434,2024-06-01 07:07:08,0.3509,True,HIGH,42.73,7
CUST-04630,2024-06-01 07:10:00,0.3611,True,HIGH,41.8,7
CUST-05502,2024-06-01 07:21:28,0.5804,True,HIGH,40.98,7
CUST-06159,2024-06-01 07:27:12,0.372,True,HIGH,40.69,7
CUST-04612,2024-06-01 07:32:56,0.3927,True,HIGH,42.12,7
CUST-00600,2024-06-01 07:35:48,0.3527,True,HIGH,40.68,7
CUST-04144,2024-06-01 07:38:40,0.5015,True,HIGH,40.6,7
CUST-02001,2024-06-01 07:44:24,0.4325,True,HIGH,41.02,7
CUST-04450,2024-06-01 07:50:08,0.3653,True,HIGH,39.79,7
CUST-00064,2024-06-01 07:58:44,0.514,True,HIGH,31.92,7
CUST-04543,2024-06-01 08:01:36,0.3867,True,HIGH,41.96,8
CUST-00876,2024-06-01 08:10:12,0.3737,True,HIGH,41.31,8
CUST-04954,2024-06-01 08:15:56,0.5981,True,HIGH,40.83,8
CUST-04140,2024-06-01 08:24:32,0.5292,True,HIGH,42.47,8
CUST-06931,2024-06-01 08:27:24,0.5323,True,HIGH,42.03,8
CUST-05196,2024-06-01 08:30:16,0.4163,True,HIGH,43.15,8
CUST-02266,2024-06-01 08:33:08,0.4628,True,HIGH,32.05,8
CUST-02145,2024-06-01 08:38:52,0.5163,True,HIGH,41.66,8
CUST-00916,2024-06-01 08:47:28,0.4102,True,HIGH,41.74,8
CUST-04469,2024-06-01 08:53:12,0.6216,True,HIGH,40.73,8
CUST-04771,2024-06-01 08:56:04,0.452,True,HIGH,48.31,8
CUST-02525,2024-06-01 09:01:48,0.4432,True,HIGH,41.05,9
CUST-06521,2024-06-01 09:04:40,0.5136,True,HIGH,40.27,9
CUST-00326,2024-06-01 09:07:32,0.4358,True,HIGH,41.02,9
CUST-05463,2024-06-01 09:13:16,0.7428,True,HIGH,41.36,9
CUST-03329,2024-06-01 09:19:00,0.5285,True,HIGH,42.24,9
CUST-03377,2024-06-01 09:30:28,0.5177,True,HIGH,41.13,9
CUST-02721,2024-06-01 09:33:20,0.5256,True,HIGH,40.01,9
CUST-03372,2024-06-01 09:36:12,0.7411,True,HIGH,41.15,9
CUST-01822,2024-06-01 09:50:32,0.3812,True,HIGH,40.19,9
CUST-06721,2024-06-01 09:56:16,0.4161,True,HIGH,73.74,9
CUST-01864,2024-06-01 09:59:08,0.5433,True,HIGH,41.21,9
CUST-00568,2024-06-01 10:07:44,0.4766,True,HIGH,41.12,10
CUST-02286,2024-06-01 10:10:36,0.5668,True,HIGH,40.91,10
CUST-06911,2024-06-01 10:16:20,0.795,True,CRITICAL,40.97,10
CUST-02139,2024-06-01 10:22:04,0.3735,True,HIGH,39.22,10
CUST-03559,2024-06-01 10:27:48,0.3848,True,HIGH,41.46,10
CUST-00947,2024-06-01 10:36:24,0.3699,True,HIGH,41.62,10
CUST-00013,2024-06-01 10:45:00,0.4174,True,HIGH,39.84,10
CUST-05893,2024-06-01 10:50:44,0.453,True,HIGH,42.7,10
CUST-02983,2024-06-01 10:56:28,0.4859,True,HIGH,42.5,10
CUST-06946,2024-06-01 11:05:04,0.4817,True,HIGH,40.38,11
CUST-02460,2024-06-01 11:07:56,0.6765,True,HIGH,42.05,11
CUST-05463,2024-06-01 11:10:48,0.7428,True,HIGH,42.72,11
CUST-03444,2024-06-01 11:19:24,0.453,True,HIGH,41.58,11
CUST-01425,2024-06-01 11:25:08,0.4155,True,HIGH,41.19,11
CUST-01721,2024-06-01 11:33:44,0.5657,True,HIGH,41.8,11
CUST-04751,2024-06-01 11:36:36,0.365,True,HIGH,40.47,11
CUST-02639,2024-06-01 11:39:28,0.4118,True,HIGH,40.36,11
CUST-04187,2024-06-01 11:45:12,0.5115,True,HIGH,42.92,11
CUST-06521,2024-06-01 11:48:04,0.505,True,HIGH,40.06,11
CUST-04222,2024-06-01 11:53:48,0.6402,True,HIGH,40.72,11
CUST-01207,2024-06-01 12:08:08,0.7257,True,HIGH,41.17,12
CUST-05704,2024-06-01 12:22:28,0.565,True,HIGH,44.84,12
CUST-05374,2024-06-01 12:28:12,0.4033,True,HIGH,42.83,12
CUST-06151,2024-06-01 12:31:04,0.5019,True,HIGH,41.68,12
CUST-00873,2024-06-01 12:33:56,0.4768,True,HIGH,40.22,12
CUST-01792,2024-06-01 12:36:48,0.4198,True,HIGH,41.57,12
CUST-06949,2024-06-01 12:45:24,0.4169,True,HIGH,42.11,12
CUST-05468,2024-06-01 12:51:08,0.4916,True,HIGH,40.68,12
CUST-06187,2024-06-01 12:56:52,0.4251,True,HIGH,40.78,12
CUST-05018,2024-06-01 12:59:44,0.3989,True,HIGH,39.56,12
CUST-04135,2024-06-01 13:02:36,0.3946,True,HIGH,41.06,13
CUST-04488,2024-06-01 13:05:28,0.3794,True,HIGH,41.59,13
CUST-01303,2024-06-01 13:08:20,0.5149,True,HIGH,41.81,13
CUST-06158,2024-06-01 13:14:04,0.5015,True,HIGH,44.21,13
CUST-06370,2024-06-01 13:19:48,0.4695,True,HIGH,44.75,13
CUST-04424,2024-06-01 13:34:08,0.3989,True,HIGH,44.01,13
CUST-01235,2024-06-01 13:37:00,0.5464,True,HIGH,41.68,13
CUST-05684,2024-06-01 13:39:52,0.3717,True,HIGH,41.84,13
CUST-03907,2024-06-01 14:05:40,0.5343,True,HIGH,42.75,14
CUST-06991,2024-06-01 14:11:24,0.4143,True,HIGH,40.24,14
CUST-06123,2024-06-01 14:17:08,0.3848,True,HIGH,41.02,14
CUST-00237,2024-06-01 14:28:36,0.463,True,HIGH,42.39,14
CUST-05479,2024-06-01 14:31:28,0.4251,True,HIGH,43.36,14
CUST-03312,2024-06-01 14:34:20,0.3798,True,HIGH,41.45,14
CUST-03511,2024-06-01 14:51:32,0.4708,True,HIGH,40.96,14
CUST-03782,2024-06-01 14:54:24,0.5178,True,HIGH,42.48,14
CUST-02131,2024-06-01 14:57:16,0.4479,True,HIGH,41.05,14
CUST-02764,2024-06-01 15:03:00,0.4887,True,HIGH,41.79,15
CUST-06815,2024-06-01 15:08:44,0.4971,True,HIGH,41.27,15
CUST-06839,2024-06-01 15:11:36,0.4309,True,HIGH,40.3,15
CUST-00166,2024-06-01 15:31:40,0.4636,True,HIGH,41.19,15
CUST-05484,2024-06-01 15:37:24,0.4258,True,HIGH,40.94,15
CUST-01785,2024-06-01 15:40:16,0.3624,True,HIGH,42.83,15
CUST-02099,2024-06-01 15:43:08,0.468,True,HIGH,42.33,15
CUST-01374,2024-06-01 15:46:00,0.3539,True,HIGH,40.96,15
CUST-06127,2024-06-01 15:48:52,0.3913,True,HIGH,40.89,15
CUST-00210,2024-06-01 15:57:28,0.4375,True,HIGH,32.63,15
CUST-03074,2024-06-01 16:03:12,0.5377,True,HIGH,41.97,16
CUST-05857,2024-06-01 16:06:04,0.3848,True,HIGH,41.9,16
CUST-06598,2024-06-01 16:20:24,0.4705,True,HIGH,41.37,16
CUST-02844,2024-06-01 16:26:08,0.3803,True,HIGH,42.74,16
CUST-05419,2024-06-01 16:29:00,0.4329,True,HIGH,42.05,16
CUST-04144,2024-06-01 16:31:52,0.5015,True,HIGH,42.6,16
CUST-06736,2024-06-01 16:37:36,0.4007,True,HIGH,43.86,16
CUST-03766,2024-06-01 16:46:12,0.46,True,HIGH,40.24,16
CUST-03567,2024-06-01 16:49:04,0.3906,True,HIGH,41.78,16
CUST-04274,2024-06-01 16:51:56,0.4689,True,HIGH,39.83,16
CUST-05988,2024-06-01 17:03:24,0.5334,True,HIGH,41.2,17
CUST-04049,2024-06-01 17:23:28,0.405,True,HIGH,41.35,17
CUST-01489,2024-06-01 17:26:20,0.4932,True,HIGH,54.17,17
CUST-02788,2024-06-01 17:32:04,0.4041,True,HIGH,39.85,17
CUST-00701,2024-06-01 17:43:32,0.4543,True,HIGH,44.94,17
CUST-03329,2024-06-01 17:46:24,0.5285,True,HIGH,41.26,17
CUST-00141,2024-06-01 17:57:52,0.378,True,HIGH,40.46,17
CUST-01993,2024-06-01 18:03:36,0.609,True,HIGH,40.0,18
CUST-04764,2024-06-01 18:06:28,0.4273,True,HIGH,40.92,18
CUST-04534,2024-06-01 18:09:20,0.4496,True,HIGH,40.14,18
CUST-03485,2024-06-01 18:12:12,0.5419,True,HIGH,43.39,18
CUST-02511,2024-06-01 18:20:48,0.5352,True,HIGH,40.17,18
CUST-02584,2024-06-01 18:26:32,0.5398,True,HIGH,41.77,18
CUST-05653,2024-06-01 18:32:16,0.392,True,HIGH,40.59,18
CUST-02265,2024-06-01 18:38:00,0.6292,True,HIGH,41.29,18
CUST-06227,2024-06-01 18:40:52,0.519,True,HIGH,41.27,18
CUST-02318,2024-06-01 18:43:44,0.44,True,HIGH,42.82,18
CUST-06820,2024-06-01 18:46:36,0.3695,True,HIGH,41.78,18
CUST-01863,2024-06-01 18:49:28,0.5279,True,HIGH,43.33,18
CUST-01036,2024-06-01 18:55:12,0.4968,True,HIGH,42.9,18
CUST-00446,2024-06-01 18:58:04,0.6352,True,HIGH,40.94,18
CUST-04021,2024-06-01 19:06:40,0.3637,True,HIGH,42.83,19
CUST-03845,2024-06-01 19:12:24,0.3839,True,HIGH,41.69,19
CUST-02791,2024-06-01 19:15:16,0.607,True,HIGH,41.95,19
CUST-03913,2024-06-01 19:21:00,0.3732,True,HIGH,41.09,19
CUST-00535,2024-06-01 19:23:52,0.5299,True,HIGH,41.16,19
CUST-05623,2024-06-01 19:29:36,0.3584,True,HIGH,43.14,19
CUST-01222,2024-06-01 19:32:28,0.68,True,HIGH,40.72,19
CUST-02489,2024-06-01 19:35:20,0.3719,True,HIGH,40.5,19
CUST-02033,2024-06-01 19:38:12,0.428,True,HIGH,40.6,19
CUST-01848,2024-06-01 19:46:48,0.5484,True,HIGH,41.17,19
CUST-03116,2024-06-01 19:49:40,0.3863,True,HIGH,43.11,19
CUST-01728,2024-06-01 20:09:44,0.8191,True,CRITICAL,42.5,20
CUST-00665,2024-06-01 20:12:36,0.4994,True,HIGH,40.75,20
CUST-01423,2024-06-01 20:15:28,0.4067,True,HIGH,40.95,20
CUST-05791,2024-06-01 20:26:56,0.3613,True,HIGH,41.4,20
CUST-03719,2024-06-01 20:29:48,0.5932,True,HIGH,40.4,20
CUST-01912,2024-06-01 20:32:40,0.4049,True,HIGH,42.43,20
CUST-04831,2024-06-01 20:38:24,0.4056,True,HIGH,42.39,20
CUST-04461,2024-06-01 20:44:08,0.3918,True,HIGH,41.82,20
CUST-01220,2024-06-01 20:47:00,0.3895,True,HIGH,41.17,20
CUST-04045,2024-06-01 21:12:48,0.4653,True,HIGH,41.47,21
CUST-02051,2024-06-01 21:21:24,0.3613,True,HIGH,41.38,21
CUST-04712,2024-06-01 21:27:08,0.7776,True,CRITICAL,40.69,21
CUST-02278,2024-06-01 21:44:20,0.6588,True,HIGH,42.57,21
CUST-00747,2024-06-01 21:52:56,0.5032,True,HIGH,39.96,21
CUST-03345,2024-06-01 21:55:48,0.4053,True,HIGH,41.74,21
CUST-01317,2024-06-01 22:01:32,0.3909,True,HIGH,43.72,22
CUST-05427,2024-06-01 22:07:16,0.4831,True,HIGH,41.13,22
CUST-00300,2024-06-01 22:13:00,0.3784,True,HIGH,40.95,22
CUST-03311,2024-06-01 22:21:36,0.5044,True,HIGH,41.73,22
CUST-05100,2024-06-01 22:35:56,0.3652,True,HIGH,42.54,22
CUST-05123,2024-06-01 22:38:48,0.4732,True,HIGH,41.17,22
CUST-04499,2024-06-01 22:44:32,0.4073,True,HIGH,41.04,22
CUST-02359,2024-06-01 22:47:24,0.4334,True,HIGH,40.74,22
CUST-05720,2024-06-01 22:50:16,0.428,True,HIGH,39.73,22
CUST-04512,2024-06-01 23:01:44,0.4309,True,HIGH,40.05,23
CUST-05306,2024-06-01 23:13:12,0.4549,True,HIGH,43.24,23
CUST-04082,2024-06-01 23:16:04,0.4233,True,HIGH,41.67,23
CUST-03952,2024-06-01 23:24:40,0.4162,True,HIGH,40.83,23
CUST-01184,2024-06-01 23:30:24,0.6644,True,HIGH,42.46,23
CUST-04910,2024-06-01 23:33:16,0.3853,True,HIGH,42.16,23
CUST-06999,2024-06-01 23:41:52,0.3905,True,HIGH,40.37,23
CUST-06452,2024-06-01 23:44:44,0.4857,True,HIGH,40.01,23
CUST-06721,2024-06-01 23:47:36,0.4218,True,HIGH,40.31,23
