customer_id,timestamp,churn_probability,alert,risk_tier,processing_time_ms,hour
CUST-04398,2024-06-01 03:06:20,0.1399,False,LOW,42.41,3
CUST-06296,2024-06-01 03:09:12,0.2821,False,LOW,40.81,3
CUST-00913,2024-06-01 03:12:04,0.2009,False,LOW,40.97,3
CUST-01295,2024-06-01 03:14:56,0.4864,True,HIGH,40.8,3
CUST-05915,2024-06-01 03:17:48,0.3739,True,HIGH,36.3,3
CUST-02157,2024-06-01 03:20:40,0.3483,False,MEDIUM,42.55,3
CUST-06241,2024-06-01 03:23:32,0.2735,False,LOW,41.12,3
CUST-00871,2024-06-01 03:26:24,0.2318,False,LOW,41.71,3
CUST-02444,2024-06-01 03:29:16,0.4067,True,HIGH,41.15,3
CUST-04158,2024-06-01 03:32:08,0.1234,False,LOW,41.22,3
CUST-01252,2024-06-01 03:35:00,0.5558,True,HIGH,41.67,3
CUST-01323,2024-06-01 03:37:52,0.1782,False,LOW,41.86,3
CUST-06378,2024-06-01 03:40:44,0.3838,True,HIGH,41.52,3
CUST-00004,2024-06-01 03:43:36,0.6522,True,HIGH,39.64,3
CUST-04002,2024-06-01 03:46:28,0.106,False,LOW,40.39,3
CUST-06813,2024-06-01 03:49:20,0.232,False,LOW,41.63,3
CUST-01961,2024-06-01 03:52:12,0.3733,True,HIGH,40.77,3
CUST-04647,2024-06-01 03:55:04,0.3389,False,MEDIUM,40.94,3
CUST-00701,2024-06-01 03:57:56,0.4543,True,HIGH,46.09,3
CUST-06684,2024-06-01 04:00:48,0.3752,True,HIGH,41.06,4
CUST-06230,2024-06-01 04:03:40,0.3822,True,HIGH,41.06,4
CUST-01030,2024-06-01 04:06:32,0.3365,False,MEDIUM,40.4,4
CUST-03893,2024-06-01 04:09:24,0.33,False,MEDIUM,43.83,4
CUST-01352,2024-06-01 04:12:16,0.4305,True,HIGH,42.45,4
CUST-04969,2024-06-01 04:15:08,0.1762,False,LOW,41.93,4
CUST-01735,2024-06-01 04:18:00,0.2447,False,LOW,40.15,4
CUST-06187,2024-06-01 04:20:52,0.4251,True,HIGH,40.58,4
CUST-01647,2024-06-01 04:23:44,0.6764,True,HIGH,42.76,4
CUST-03268,2024-06-01 04:26:36,0.11,False,LOW,41.9,4
CUST-05323,2024-06-01 04:29:28,0.2003,False,LOW,40.83,4
CUST-04239,2024-06-01 04:32:20,0.3031,False,MEDIUM,41.81,4
CUST-02030,2024-06-01 04:35:12,0.3609,True,HIGH,40.44,4
CUST-02769,2024-06-01 04:38:04,0.2548,False,LOW,40.44,4
CUST-01885,2024-06-01 04:40:56,0.422,True,HIGH,40.08,4
CUST-00058,2024-06-01 04:43:48,0.0983,False,LOW,40.85,4
CUST-05169,2024-06-01 04:46:40,0.1193,False,LOW,39.99,4
CUST-00552,2024-06-01 04:49:32,0.1191,False,LOW,41.58,4
CUST-02706,2024-06-01 04:52:24,0.3177,False,MEDIUM,43.16,4
CUST-01949,2024-06-01 04:55:16,0.7318,True,HIGH,41.73,4
CUST-03976,2024-06-01 04:58:08,0.4032,True,HIGH,40.6,4
CUST-01083,2024-06-01 05:01:00,0.144,False,LOW,43.08,5
CUST-04677,2024-06-01 05:03:52,0.3528,True,HIGH,41.53,5
CUST-01990,2024-06-01 05:06:44,0.8191,True,CRITICAL,42.99,5
CUST-06615,2024-06-01 05:09:36,0.7339,True,HIGH,43.74,5
CUST-00772,2024-06-01 05:12:28,0.2899,False,LOW,55.35,5
CUST-03531,2024-06-01 05:15:20,0.3489,False,MEDIUM,42.93,5
CUST-03367,2024-06-01 05:18:12,0.1171,False,LOW,45.41,5
CUST-05972,2024-06-01 05:21:04,0.4538,True,HIGH,41.19,5
CUST-05353,2024-06-01 05:23:56,0.4109,True,HIGH,42.02,5
CUST-00806,2024-06-01 05:26:48,0.3549,True,HIGH,42.01,5
CUST-05965,2024-06-01 05:29:40,0.1728,False,LOW,42.83,5
CUST-00895,2024-06-01 05:32:32,0.3708,True,HIGH,42.47,5
CUST-01558,2024-06-01 05:35:24,0.7318,True,HIGH,41.71,5
CUST-01148,2024-06-01 05:38:16,0.4226,True,HIGH,43.77,5
CUST-02281,2024-06-01 05:41:08,0.366,True,HIGH,41.21,5
CUST-00617,2024-06-01 05:44:00,0.2463,False,LOW,42.79,5
CUST-07012,2024-06-01 05:46:52,0.3718,True,HIGH,40.83,5
CUST-00414,2024-06-01 05:49:44,0.4047,True,HIGH,42.23,5
CUST-04428,2024-06-01 05:52:36,0.1064,False,LOW,42.61,5
CUST-00764,2024-06-01 05:55:28,0.0999,False,LOW,43.35,5
CUST-06952,2024-06-01 05:58:20,0.2957,False,LOW,41.2,5
CUST-03329,2024-06-01 06:01:12,0.5285,True,HIGH,41.59,6
CUST-01751,2024-06-01 06:04:04,0.451,True,HIGH,39.61,6
CUST-00480,2024-06-01 06:06:56,0.0985,False,LOW,40.13,6
CUST-00017,2024-06-01 06:09:48,0.1531,False,LOW,42.48,6
CUST-02172,2024-06-01 06:12:40,0.1828,False,LOW,42.58,6
CUST-06431,2024-06-01 06:15:32,0.2472,False,LOW,40.87,6
CUST-03465,2024-06-01 06:18:24,0.3865,True,HIGH,40.76,6
CUST-05984,2024-06-01 06:21:16,0.124,False,LOW,42.37,6
CUST-04552,2024-06-01 06:24:08,0.4842,True,HIGH,41.6,6
CUST-03986,2024-06-01 06:27:00,0.3632,True,HIGH,41.24,6
CUST-02430,2024-06-01 06:29:52,0.3558,True,HIGH,40.37,6
CUST-00479,2024-06-01 06:32:44,0.4082,True,HIGH,41.48,6
CUST-04441,2024-06-01 06:35:36,0.461,True,HIGH,40.73,6
CUST-02569,2024-06-01 06:38:28,0.461,True,HIGH,43.98,6
CUST-04785,2024-06-01 06:41:20,0.272,False,LOW,39.57,6
CUST-06985,2024-06-01 06:44:12,0.1326,False,LOW,40.95,6
CUST-00465,2024-06-01 06:47:04,0.1402,False,LOW,42.27,6
CUST-00656,2024-06-01 06:49:56,0.1126,False,LOW,40.77,6
CUST-00561,2024-06-01 06:52:48,0.2018,False,LOW,40.58,6
CUST-05531,2024-06-01 06:55:40,0.4284,True,HIGH,41.16,6
CUST-03307,2024-06-01 06:58:32,0.299,False,LOW,41.69,6
CUST-04666,2024-06-01 07:01:24,0.4118,True,HIGH,39.83,7
CUST-04870,2024-06-01 07:04:16,0.3398,False,MEDIUM,40.34,7
CUST-03434,2024-06-01 07:07:08,0.3509,True,HIGH,42.73,7
CUST-04630,2024-06-01 07:10:00,0.3611,True,HIGH,41.8,7
CUST-02136,2024-06-01 07:12:52,0.1972,False,LOW,40.98,7
CUST-05867,2024-06-01 07:15:44,0.2552,False,LOW,41.92,7
CUST-02175,2024-06-01 07:18:36,0.1881,False,LOW,40.97,7
CUST-05502,2024-06-01 07:21:28,0.5804,True,HIGH,40.98,7
CUST-03745,2024-06-01 07:24:20,0.3395,False,MEDIUM,40.69,7
CUST-06159,2024-06-01 07:27:12,0.372,True,HIGH,40.69,7
CUST-00076,2024-06-01 07:30:04,0.2676,False,LOW,40.34,7
CUST-04612,2024-06-01 07:32:56,0.3927,True,HIGH,42.12,7
CUST-00600,2024-06-01 07:35:48,0.3527,True,HIGH,40.68,7
CUST-04144,2024-06-01 07:38:40,0.5015,True,HIGH,40.6,7
CUST-02859,2024-06-01 07:41:32,0.1762,False,LOW,40.18,7
CUST-02001,2024-06-01 07:44:24,0.4325,True,HIGH,41.02,7
CUST-01292,2024-06-01 07:47:16,0.2025,False,LOW,40.94,7
CUST-04450,2024-06-01 07:50:08,0.3653,True,HIGH,39.79,7
CUST-05010,2024-06-01 07:53:00,0.1885,False,LOW,42.9,7
CUST-06611,2024-06-01 07:55:52,0.1439,False,LOW,42.04,7
CUST-00064,2024-06-01 07:58:44,0.514,True,HIGH,31.92,7
CUST-04543,2024-06-01 08:01:36,0.3867,True,HIGH,41.96,8
CUST-05434,2024-06-01 08:04:28,0.1741,False,LOW,40.47,8
CUST-01100,2024-06-01 08:07:20,0.207,False,LOW,40.79,8
CUST-00876,2024-06-01 08:10:12,0.3737,True,HIGH,41.31,8
CUST-01273,2024-06-01 08:13:04,0.172,False,LOW,41.77,8
CUST-04954,2024-06-01 08:15:56,0.5981,True,HIGH,40.83,8
CUST-02808,2024-06-01 08:18:48,0.1209,False,LOW,40.32,8
CUST-05195,2024-06-01 08:21:40,0.1414,False,LOW,41.02,8
CUST-04140,2024-06-01 08:24:32,0.5292,True,HIGH,42.47,8
CUST-06931,2024-06-01 08:27:24,0.5323,True,HIGH,42.03,8
CUST-05196,2024-06-01 08:30:16,0.4163,True,HIGH,43.15,8
CUST-02266,2024-06-01 08:33:08,0.4628,True,HIGH,32.05,8
CUST-06317,2024-06-01 08:36:00,0.1749,False,LOW,42.1,8
CUST-02145,2024-06-01 08:38:52,0.5163,True,HIGH,41.66,8
CUST-03619,2024-06-01 08:41:44,0.1529,False,LOW,39.78,8
CUST-03503,2024-06-01 08:44:36,0.1517,False,LOW,41.27,8
CUST-00916,2024-06-01 08:47:28,0.4102,True,HIGH,41.74,8
CUST-05660,2024-06-01 08:50:20,0.238,False,LOW,40.84,8
CUST-04469,2024-06-01 08:53:12,0.6216,True,HIGH,40.73,8
CUST-04771,2024-06-01 08:56:04,0.452,True,HIGH,48.31,8
CUST-03520,2024-06-01 08:58:56,0.2373,False,LOW,41.11,8
CUST-02525,2024-06-01 09:01:48,0.4432,True,HIGH,41.05,9
CUST-06521,2024-06-01 09:04:40,0.5136,True,HIGH,40.27,9
CUST-00326,2024-06-01 09:07:32,0.4358,True,HIGH,41.02,9
CUST-01720,2024-06-01 09:10:24,0.0963,False,LOW,39.81,9
CUST-05463,2024-06-01 09:13:16,0.7428,True,HIGH,41.36,9
CUST-06390,2024-06-01 09:16:08,0.2496,False,LOW,40.88,9
CUST-03329,2024-06-01 09:19:00,0.5285,True,HIGH,42.24,9
CUST-06139,2024-06-01 09:21:52,0.1225,False,LOW,39.74,9
CUST-01939,2024-06-01 09:24:44,0.3279,False,MEDIUM,40.12,9
CUST-06552,2024-06-01 09:27:36,0.0971,False,LOW,40.96,9
CUST-03377,2024-06-01 09:30:28,0.5177,True,HIGH,41.13,9
CUST-02721,2024-06-01 09:33:20,0.5256,True,HIGH,40.01,9
CUST-03372,2024-06-01 09:36:12,0.7411,True,HIGH,41.15,9
CUST-06021,2024-06-01 09:39:04,0.2873,False,LOW,40.42,9
CUST-02185,2024-06-01 09:41:56,0.1365,False,LOW,41.99,9
CUST-05744,2024-06-01 09:44:48,0.2357,False,LOW,41.85,9
CUST-00317,2024-06-01 09:47:40,0.2324,False,LOW,42.34,9
CUST-01822,2024-06-01 09:50:32,0.3812,True,HIGH,40.19,9
CUST-03770,2024-06-01 09:53:24,0.1431,False,LOW,39.85,9
CUST-06721,2024-06-01 09:56:16,0.4161,True,HIGH,73.74,9
CUST-01864,2024-06-01 09:59:08,0.5433,True,HIGH,41.21,9
CUST-05406,2024-06-01 10:02:00,0.1252,False,LOW,41.86,10
CUST-02689,2024-06-01 10:04:52,0.2018,False,LOW,40.63,10
CUST-00568,2024-06-01 10:07:44,0.4766,True,HIGH,41.12,10
CUST-02286,2024-06-01 10:10:36,0.5668,True,HIGH,40.91,10
CUST-04173,2024-06-01 10:13:28,0.3322,False,MEDIUM,42.7,10
CUST-06911,2024-06-01 10:16:20,0.795,True,CRITICAL,40.97,10
CUST-00226,2024-06-01 10:19:12,0.2082,False,LOW,32.79,10
CUST-02139,2024-06-01 10:22:04,0.3735,True,HIGH,39.22,10
CUST-02174,2024-06-01 10:24:56,0.1955,False,LOW,41.13,10
CUST-03559,2024-06-01 10:27:48,0.3848,True,HIGH,41.46,10
CUST-06442,2024-06-01 10:30:40,0.1623,False,LOW,41.22,10
CUST-04966,2024-06-01 10:33:32,0.1387,False,LOW,42.95,10
CUST-00947,2024-06-01 10:36:24,0.3699,True,HIGH,41.62,10
CUST-04723,2024-06-01 10:39:16,0.2103,False,LOW,40.59,10
CUST-00363,2024-06-01 10:42:08,0.1422,False,LOW,39.78,10
CUST-00013,2024-06-01 10:45:00,0.4174,True,HIGH,39.84,10
CUST-06606,2024-06-01 10:47:52,0.1161,False,LOW,43.38,10
CUST-05893,2024-06-01 10:50:44,0.453,True,HIGH,42.7,10
CUST-06037,2024-06-01 10:53:36,0.182,False,LOW,40.45,10
CUST-02983,2024-06-01 10:56:28,0.4859,True,HIGH,42.5,10
CUST-05441,2024-06-01 10:59:20,0.22,False,LOW,41.43,10
CUST-05104,2024-06-01 11:02:12,0.1253,False,LOW,41.74,11
CUST-06946,2024-06-01 11:05:04,0.4817,True,HIGH,40.38,11
CUST-02460,2024-06-01 11:07:56,0.6765,True,HIGH,42.05,11
CUST-05463,2024-06-01 11:10:48,0.7428,True,HIGH,42.72,11
CUST-03296,2024-06-01 11:13:40,0.1957,False,LOW,40.23,11
CUST-04541,2024-06-01 11:16:32,0.2285,False,LOW,42.55,11
CUST-03444,2024-06-01 11:19:24,0.453,True,HIGH,41.58,11
CUST-03105,2024-06-01 11:22:16,0.1764,False,LOW,43.97,11
CUST-01425,2024-06-01 11:25:08,0.4155,True,HIGH,41.19,11
CUST-02465,2024-06-01 11:28:00,0.1251,False,LOW,39.77,11
CUST-06829,2024-06-01 11:30:52,0.1635,False,LOW,40.68,11
CUST-01721,2024-06-01 11:33:44,0.5657,True,HIGH,41.8,11
CUST-04751,2024-06-01 11:36:36,0.365,True,HIGH,40.47,11
CUST-02639,2024-06-01 11:39:28,0.4118,True,HIGH,40.36,11
CUST-03622,2024-06-01 11:42:20,0.2506,False,LOW,40.35,11
CUST-04187,2024-06-01 11:45:12,0.5115,True,HIGH,42.92,11
CUST-06521,2024-06-01 11:48:04,0.505,True,HIGH,40.06,11
CUST-05397,2024-06-01 11:50:56,0.1614,False,LOW,41.15,11
CUST-04222,2024-06-01 11:53:48,0.6402,True,HIGH,40.72,11
CUST-05072,2024-06-01 11:56:40,0.3133,False,MEDIUM,40.81,11
CUST-06704,2024-06-01 11:59:32,0.1608,False,LOW,40.27,11
CUST-01924,2024-06-01 12:02:24,0.2163,False,LOW,41.63,12
CUST-01840,2024-06-01 12:05:16,0.2303,False,LOW,43.27,12
CUST-01207,2024-06-01 12:08:08,0.7257,True,HIGH,41.17,12
CUST-03892,2024-06-01 12:11:00,0.2066,False,LOW,42.66,12
CUST-06295,2024-06-01 12:13:52,0.2243,False,LOW,41.21,12
CUST-03395,2024-06-01 12:16:44,0.1889,False,LOW,42.88,12
CUST-04715,2024-06-01 12:19:36,0.1907,False,LOW,42.88,12
CUST-05704,2024-06-01 12:22:28,0.565,True,HIGH,44.84,12
CUST-03273,2024-06-01 12:25:20,0.1563,False,LOW,46.53,12
CUST-05374,2024-06-01 12:28:12,0.4033,True,HIGH,42.83,12
CUST-06151,2024-06-01 12:31:04,0.5019,True,HIGH,41.68,12
CUST-00873,2024-06-01 12:33:56,0.4768,True,HIGH,40.22,12
CUST-01792,2024-06-01 12:36:48,0.4198,True,HIGH,41.57,12
CUST-05700,2024-06-01 12:39:40,0.2571,False,LOW,41.19,12
CUST-00411,2024-06-01 12:42:32,0.1732,False,LOW,40.85,12
CUST-06949,2024-06-01 12:45:24,0.4169,True,HIGH,42.11,12
CUST-01092,2024-06-01 12:48:16,0.1815,False,LOW,40.36,12
CUST-05468,2024-06-01 12:51:08,0.4916,True,HIGH,40.68,12
CUST-04578,2024-06-01 12:54:00,0.0993,False,LOW,42.36,12
CUST-06187,2024-06-01 12:56:52,0.4251,True,HIGH,40.78,12
CUST-05018,2024-06-01 12:59:44,0.3989,True,HIGH,39.56,12
CUST-04135,2024-06-01 13:02:36,0.3946,True,HIGH,41.06,13
CUST-04488,2024-06-01 13:05:28,0.3794,True,HIGH,41.59,13
CUST-01303,2024-06-01 13:08:20,0.5149,True,HIGH,41.81,13
CUST-03888,2024-06-01 13:11:12,0.166,False,LOW,42.33,13
CUST-06158,2024-06-01 13:14:04,0.5015,True,HIGH,44.21,13
CUST-05223,2024-06-01 13:16:56,0.2619,False,LOW,58.36,13
CUST-06370,2024-06-01 13:19:48,0.4695,True,HIGH,44.75,13
CUST-05134,2024-06-01 13:22:40,0.1418,False,LOW,41.9,13
CUST-03603,2024-06-01 13:25:32,0.1885,False,LOW,41.67,13
CUST-02340,2024-06-01 13:28:24,0.2703,False,LOW,41.31,13
CUST-02751,2024-06-01 13:31:16,0.2155,False,LOW,40.95,13
CUST-04424,2024-06-01 13:34:08,0.3989,True,HIGH,44.01,13
CUST-01235,2024-06-01 13:37:00,0.5464,True,HIGH,41.68,13
CUST-05684,2024-06-01 13:39:52,0.3717,True,HIGH,41.84,13
CUST-01752,2024-06-01 13:42:44,0.2695,False,LOW,40.89,13
CUST-03339,2024-06-01 13:45:36,0.0961,False,LOW,41.01,13
CUST-03816,2024-06-01 13:48:28,0.0983,False,LOW,40.3,13
CUST-01694,2024-06-01 13:51:20,0.1285,False,LOW,41.16,13
CUST-03190,2024-06-01 13:54:12,0.3092,False,MEDIUM,40.64,13
CUST-04784,2024-06-01 13:57:04,0.1707,False,LOW,39.79,13
CUST-00160,2024-06-01 13:59:56,0.3498,False,MEDIUM,41.78,13
CUST-06271,2024-06-01 14:02:48,0.2224,False,LOW,42.62,14
CUST-03907,2024-06-01 14:05:40,0.5343,True,HIGH,42.75,14
CUST-02446,2024-06-01 14:08:32,0.2695,False,LOW,41.5,14
CUST-06991,2024-06-01 14:11:24,0.4143,True,HIGH,40.24,14
CUST-06846,2024-06-01 14:14:16,0.1684,False,LOW,39.7,14
CUST-06123,2024-06-01 14:17:08,0.3848,True,HIGH,41.02,14
CUST-06552,2024-06-01 14:20:00,0.0971,False,LOW,40.76,14
CUST-01806,2024-06-01 14:22:52,0.2195,False,LOW,41.2,14
CUST-02235,2024-06-01 14:25:44,0.1202,False,LOW,41.89,14
CUST-00237,2024-06-01 14:28:36,0.463,True,HIGH,42.39,14
CUST-05479,2024-06-01 14:31:28,0.4251,True,HIGH,43.36,14
CUST-03312,2024-06-01 14:34:20,0.3798,True,HIGH,41.45,14
CUST-06885,2024-06-01 14:37:12,0.0992,False,LOW,40.68,14
CUST-01045,2024-06-01 14:40:04,0.2249,False,LOW,39.96,14
CUST-04375,2024-06-01 14:42:56,0.1898,False,LOW,40.1,14
CUST-04848,2024-06-01 14:45:48,0.1794,False,LOW,41.5,14
CUST-00222,2024-06-01 14:48:40,0.1951,False,LOW,40.39,14
CUST-03511,2024-06-01 14:51:32,0.4708,True,HIGH,40.96,14
CUST-03782,2024-06-01 14:54:24,0.5178,True,HIGH,42.48,14
CUST-02131,2024-06-01 14:57:16,0.4479,True,HIGH,41.05,14
CUST-01733,2024-06-01 15:00:08,0.2899,False,LOW,40.27,15
CUST-02764,2024-06-01 15:03:00,0.4887,True,HIGH,41.79,15
CUST-03105,2024-06-01 15:05:52,0.1764,False,LOW,40.98,15
CUST-06815,2024-06-01 15:08:44,0.4971,True,HIGH,41.27,15
CUST-06839,2024-06-01 15:11:36,0.4309,True,HIGH,40.3,15
CUST-00158,2024-06-01 15:14:28,0.1225,False,LOW,41.64,15
CUST-00426,2024-06-01 15:17:20,0.3244,False,MEDIUM,32.73,15
CUST-02866,2024-06-01 15:20:12,0.1047,False,LOW,40.64,15
CUST-00562,2024-06-01 15:23:04,0.3129,False,MEDIUM,43.09,15
CUST-05339,2024-06-01 15:25:56,0.1292,False,LOW,44.1,15
CUST-02025,2024-06-01 15:28:48,0.3388,False,MEDIUM,42.59,15
CUST-00166,2024-06-01 15:31:40,0.4636,True,HIGH,41.19,15
CUST-01954,2024-06-01 15:34:32,0.3337,False,MEDIUM,40.69,15
CUST-05484,2024-06-01 15:37:24,0.4258,True,HIGH,40.94,15
CUST-01785,2024-06-01 15:40:16,0.3624,True,HIGH,42.83,15
CUST-02099,2024-06-01 15:43:08,0.468,True,HIGH,42.33,15
CUST-01374,2024-06-01 15:46:00,0.3539,True,HIGH,40.96,15
CUST-06127,2024-06-01 15:48:52,0.3913,True,HIGH,40.89,15
CUST-06371,2024-06-01 15:51:44,0.1288,False,LOW,40.39,15
CUST-02548,2024-06-01 15:54:36,0.2459,False,LOW,40.9,15
CUST-00210,2024-06-01 15:57:28,0.4375,True,HIGH,32.63,15
CUST-04716,2024-06-01 16:00:20,0.1449,False,LOW,42.38,16
CUST-03074,2024-06-01 16:03:12,0.5377,True,HIGH,41.97,16
CUST-05857,2024-06-01 16:06:04,0.3848,True,HIGH,41.9,16
CUST-04850,2024-06-01 16:08:56,0.2982,False,LOW,40.54,16
CUST-05138,2024-06-01 16:11:48,0.1291,False,LOW,40.76,16
CUST-05711,2024-06-01 16:14:40,0.3411,False,MEDIUM,40.56,16
CUST-06965,2024-06-01 16:17:32,0.2562,False,LOW,41.44,16
CUST-06598,2024-06-01 16:20:24,0.4705,True,HIGH,41.37,16
CUST-04636,2024-06-01 16:23:16,0.3191,False,MEDIUM,44.26,16
CUST-02844,2024-06-01 16:26:08,0.3803,True,HIGH,42.74,16
CUST-05419,2024-06-01 16:29:00,0.4329,True,HIGH,42.05,16
CUST-04144,2024-06-01 16:31:52,0.5015,True,HIGH,42.6,16
CUST-00103,2024-06-01 16:34:44,0.248,False,LOW,41.02,16
CUST-06736,2024-06-01 16:37:36,0.4007,True,HIGH,43.86,16
CUST-03551,2024-06-01 16:40:28,0.1167,False,LOW,41.39,16
CUST-05206,2024-06-01 16:43:20,0.2446,False,LOW,43.07,16
CUST-03766,2024-06-01 16:46:12,0.46,True,HIGH,40.24,16
CUST-03567,2024-06-01 16:49:04,0.3906,True,HIGH,41.78,16
CUST-04274,2024-06-01 16:51:56,0.4689,True,HIGH,39.83,16
CUST-02212,2024-06-01 16:54:48,0.1061,False,LOW,41.65,16
CUST-04408,2024-06-01 16:57:40,0.2511,False,LOW,40.2,16
CUST-03808,2024-06-01 17:00:32,0.1338,False,LOW,42.01,17
CUST-05988,2024-06-01 17:03:24,0.5334,True,HIGH,41.2,17
CUST-02640,2024-06-01 17:06:16,0.1385,False,LOW,41.62,17
CUST-06805,2024-06-01 17:09:08,0.1775,False,LOW,41.97,17
CUST-02284,2024-06-01 17:12:00,0.1907,False,LOW,40.9,17
CUST-01997,2024-06-01 17:14:52,0.1364,False,LOW,42.98,17
CUST-04668,2024-06-01 17:17:44,0.1462,False,LOW,42.32,17
CUST-03104,2024-06-01 17:20:36,0.2218,False,LOW,40.93,17
CUST-04049,2024-06-01 17:23:28,0.405,True,HIGH,41.35,17
CUST-01489,2024-06-01 17:26:20,0.4932,True,HIGH,54.17,17
CUST-02906,2024-06-01 17:29:12,0.1177,False,LOW,43.08,17
CUST-02788,2024-06-01 17:32:04,0.4041,True,HIGH,39.85,17
CUST-04883,2024-06-01 17:34:56,0.248,False,LOW,40.62,17
CUST-02263,2024-06-01 17:37:48,0.1522,False,LOW,43.3,17
